,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Exp_Date,Current Date,Time to Maturity
1340,SPXW200131C02325000,2019-11-18 12:05AM EST,2325,757.28,812.4,817.2,0.0,-,-,3,43.01%,2020-01-31,2019-12-10,52
1341,SPXW200131C02375000,2019-10-29 10:54AM EST,2375,672.0,766.2,774.0,0.0,-,-,1,47.03%,2020-01-31,2019-12-10,52
1342,SPXW200131C02600000,2019-10-31 12:45PM EST,2600,441.42,544.3,552.0,0.0,-,1,1,36.16%,2020-01-31,2019-12-10,52
1343,SPXW200131C02700000,2019-12-09 11:54AM EST,2700,451.45,443.5,448.3,0.0,-,1,2,28.43%,2020-01-31,2019-12-10,52
1344,SPXW200131C02740000,2019-10-31 11:42AM EST,2740,309.61,409.5,416.2,0.0,-,1,1,30.18%,2020-01-31,2019-12-10,52
1345,SPXW200131C02750000,2019-10-03 9:19AM EST,2750,203.0,328.5,331.1,0.0,-,-,2,0.00%,2020-01-31,2019-12-10,52
1346,SPXW200131C02770000,2019-09-03 2:22PM EST,2770,224.2,188.2,190.9,0.0,-,4,368,0.00%,2020-01-31,2019-12-10,52
1347,SPXW200131C02775000,2019-09-27 8:56AM EST,2775,262.02,297.8,300.5,0.0,-,7,41,0.00%,2020-01-31,2019-12-10,52
1348,SPXW200131C02790000,2019-09-27 1:50PM EST,2790,231.95,284.4,287.1,0.0,-,10,47,0.00%,2020-01-31,2019-12-10,52
1349,SPXW200131C02800000,2019-12-06 11:38AM EST,2800,361.0,348.4,352.9,0.0,-,3,747,25.21%,2020-01-31,2019-12-10,52
1350,SPXW200131C02805000,2019-11-26 11:03AM EST,2805,344.7,343.8,348.1,0.0,-,-,1,25.01%,2020-01-31,2019-12-10,52
1351,SPXW200131C02810000,2019-08-02 12:54PM EST,2810,208.6,240.9,243.5,0.0,-,2,2,0.00%,2020-01-31,2019-12-10,52
1352,SPXW200131C02820000,2019-08-07 8:54AM EST,2820,149.19,233.1,235.7,0.0,-,-,1,0.00%,2020-01-31,2019-12-10,52
1353,SPXW200131C02825000,2019-12-09 1:08PM EST,2825,331.47,325.0,329.3,0.0,-,1,19,24.36%,2020-01-31,2019-12-10,52
1354,SPXW200131C02830000,2019-09-30 11:21AM EST,2830,220.47,249.3,251.8,0.0,-,-,70,0.00%,2020-01-31,2019-12-10,52
1355,SPXW200131C02840000,2019-10-09 8:44AM EST,2840,164.5,275.0,277.4,0.0,-,22,84,0.00%,2020-01-31,2019-12-10,52
1356,SPXW200131C02850000,2019-12-06 3:55PM EST,2850,309.49,301.3,305.5,0.0,-,2,1265,23.37%,2020-01-31,2019-12-10,52
1357,SPXW200131C02860000,2019-09-30 10:25AM EST,2860,193.4,223.6,225.9,0.0,-,104,64,0.00%,2020-01-31,2019-12-10,52
1358,SPXW200131C02870000,2019-08-14 1:08PM EST,2870,132.0,208.2,210.0,0.0,-,45,71,0.00%,2020-01-31,2019-12-10,52
1359,SPXW200131C02875000,2019-09-30 10:09AM EST,2875,181.15,210.9,213.1,0.0,-,4,5,0.00%,2020-01-31,2019-12-10,52
1360,SPXW200131C02880000,2019-10-03 11:54AM EST,2880,133.15,217.6,219.9,0.0,-,-,34,0.00%,2020-01-31,2019-12-10,52
1361,SPXW200131C02890000,2019-08-12 9:07AM EST,2890,135.66,197.3,199.5,0.0,-,5,14,0.00%,2020-01-31,2019-12-10,52
1362,SPXW200131C02900000,2019-12-03 12:04PM EST,2900,211.63,255.9,259.7,0.0,-,2,1294,21.86%,2020-01-31,2019-12-10,52
1363,SPXW200131C02910000,2019-12-09 1:38PM EST,2910,252.66,246.9,250.6,0.0,-,2,20,21.53%,2020-01-31,2019-12-10,52
1364,SPXW200131C02920000,2019-12-02 3:00AM EST,2920,250.84,238.0,241.9,0.0,-,9,42,21.31%,2020-01-31,2019-12-10,52
1365,SPXW200131C02925000,2019-11-27 1:35PM EST,2925,246.44,233.3,237.2,0.0,-,4,213,21.09%,2020-01-31,2019-12-10,52
1366,SPXW200131C02930000,2019-12-03 9:42AM EST,2930,189.27,228.9,232.6,0.0,-,1,46,20.89%,2020-01-31,2019-12-10,52
1367,SPXW200131C02935000,2019-11-26 11:00AM EST,2935,224.15,225.5,227.0,0.0,-,1,253,20.38%,2020-01-31,2019-12-10,52
1368,SPXW200131C02940000,2019-12-02 3:35AM EST,2940,183.9,221.1,222.6,0.0,-,1,21,20.24%,2020-01-31,2019-12-10,52
1369,SPXW200131C02945000,2019-11-04 11:23AM EST,2945,178.09,223.1,225.1,0.0,-,2,1,22.12%,2020-01-31,2019-12-10,52
1370,SPXW200131C02950000,2019-12-06 3:49PM EST,2950,219.9,212.3,213.7,0.0,-,1,57,19.91%,2020-01-31,2019-12-10,52
1371,SPXW200131C02955000,2019-12-06 3:49PM EST,2955,215.5,208.1,209.4,0.0,-,1,3,19.79%,2020-01-31,2019-12-10,52
1372,SPXW200131C02960000,2019-12-03 2:18PM EST,2960,166.6,203.5,204.7,0.0,-,4,76,19.54%,2020-01-31,2019-12-10,52
1373,SPXW200131C02965000,2019-12-03 2:18PM EST,2965,162.6,199.4,200.6,0.0,-,1,5,19.47%,2020-01-31,2019-12-10,52
1374,SPXW200131C02970000,2019-11-07 9:49AM EST,2970,167.0,201.1,203.0,0.0,-,1,29,21.18%,2020-01-31,2019-12-10,52
1375,SPXW200131C02975000,2019-12-09 11:35AM EST,2975,196.82,190.8,192.0,0.0,-,3,1181,19.18%,2020-01-31,2019-12-10,52
1376,SPXW200131C02980000,2019-11-14 10:28AM EST,2980,156.7,186.4,187.6,0.0,-,4,49,19.00%,2020-01-31,2019-12-10,52
1377,SPXW200131C02985000,2019-11-21 11:16AM EST,2985,156.8,182.1,183.3,0.0,-,39,47,18.84%,2020-01-31,2019-12-10,52
1378,SPXW200131C02990000,2019-12-03 2:18PM EST,2990,143.1,177.9,179.1,0.0,-,5,46,18.71%,2020-01-31,2019-12-10,52
1379,SPXW200131C02995000,2019-12-03 9:33AM EST,2995,136.8,173.8,174.9,0.0,-,-,2,18.57%,2020-01-31,2019-12-10,52
1380,SPXW200131C03000000,2019-12-10 12:54PM EST,3000,168.1,169.5,170.6,-10.93,-6.11%,1,1129,18.39%,2020-01-31,2019-12-10,52
1381,SPXW200131C03005000,2019-11-29 12:19PM EST,3005,170.93,165.5,166.7,0.0,-,30,17,18.32%,2020-01-31,2019-12-10,52
1382,SPXW200131C03010000,2019-12-03 2:18PM EST,3010,127.8,161.3,162.4,0.0,-,4,124,18.13%,2020-01-31,2019-12-10,52
1383,SPXW200131C03015000,2019-12-03 3:46PM EST,3015,127.6,157.2,157.7,0.0,-,8,23,17.84%,2020-01-31,2019-12-10,52
1384,SPXW200131C03020000,2019-12-10 12:08PM EST,3020,152.53,153.2,153.6,-9.55,-5.89%,4,128,17.69%,2020-01-31,2019-12-10,52
1385,SPXW200131C03025000,2019-12-10 10:03AM EST,3025,146.2,149.1,149.6,-11.98,-7.57%,3,702,17.57%,2020-01-31,2019-12-10,52
1386,SPXW200131C03030000,2019-12-10 12:09PM EST,3030,144.43,144.8,145.3,31.33,27.70%,2,296,17.36%,2020-01-31,2019-12-10,52
1387,SPXW200131C03035000,2019-12-10 12:11PM EST,3035,141.01,140.8,141.3,17.61,14.27%,98,34,17.22%,2020-01-31,2019-12-10,52
1388,SPXW200131C03040000,2019-12-10 12:10PM EST,3040,136.57,136.9,137.4,14.48,11.86%,4,103,17.09%,2020-01-31,2019-12-10,52
1389,SPXW200131C03045000,2019-12-10 12:09PM EST,3045,132.55,132.9,133.3,-9.0,-6.36%,158,2900,16.91%,2020-01-31,2019-12-10,52
1390,SPXW200131C03050000,2019-12-10 12:10PM EST,3050,128.52,128.9,129.3,-8.88,-6.46%,312,3410,16.75%,2020-01-31,2019-12-10,52
1391,SPXW200131C03055000,2019-12-10 12:09PM EST,3055,124.65,124.9,125.4,30.35,32.18%,68,34,16.60%,2020-01-31,2019-12-10,52
1392,SPXW200131C03060000,2019-12-10 12:08PM EST,3060,121.07,120.8,121.3,28.07,30.18%,4,1309,16.40%,2020-01-31,2019-12-10,52
1393,SPXW200131C03065000,2019-12-03 12:22PM EST,3065,87.6,117.0,117.5,0.0,-,2,2851,16.26%,2020-01-31,2019-12-10,52
1394,SPXW200131C03070000,2019-12-03 12:24PM EST,3070,84.5,113.2,113.7,0.0,-,14,321,16.11%,2020-01-31,2019-12-10,52
1395,SPXW200131C03075000,2019-12-06 1:43PM EST,3075,117.7,109.2,109.7,0.0,-,3,943,15.91%,2020-01-31,2019-12-10,52
1396,SPXW200131C03080000,2019-12-10 12:10PM EST,3080,105.37,105.5,106.0,-3.42,-3.14%,2,132,15.77%,2020-01-31,2019-12-10,52
1397,SPXW200131C03085000,2019-12-09 1:13PM EST,3085,105.01,101.7,102.1,0.0,-,5,79,15.57%,2020-01-31,2019-12-10,52
1398,SPXW200131C03090000,2019-12-09 9:30AM EST,3090,100.72,98.0,98.5,0.0,-,2,454,15.43%,2020-01-31,2019-12-10,52
1399,SPXW200131C03095000,2019-12-06 10:02AM EST,3095,99.02,94.3,94.8,0.0,-,2,1027,15.26%,2020-01-31,2019-12-10,52
1400,SPXW200131C03100000,2019-12-10 12:04PM EST,3100,91.16,90.7,91.1,-4.34,-4.54%,18,1741,15.08%,2020-01-31,2019-12-10,52
1401,SPXW200131C03105000,2019-12-10 12:20PM EST,3105,87.8,87.0,87.5,-1.2,-1.35%,5,78,14.91%,2020-01-31,2019-12-10,52
1402,SPXW200131C03110000,2019-12-09 2:55PM EST,3110,85.7,83.6,84.0,0.0,-,1,3507,14.76%,2020-01-31,2019-12-10,52
1403,SPXW200131C03115000,2019-12-05 4:10PM EST,3115,81.9,80.0,80.4,0.0,-,18,132,14.57%,2020-01-31,2019-12-10,52
1404,SPXW200131C03120000,2019-12-10 12:03PM EST,3120,76.96,76.5,77.0,-3.26,-4.06%,44,178,14.41%,2020-01-31,2019-12-10,52
1405,SPXW200131C03125000,2019-12-10 12:05PM EST,3125,73.66,73.0,73.4,-6.65,-8.28%,107,3650,14.20%,2020-01-31,2019-12-10,52
1406,SPXW200131C03130000,2019-12-10 12:26PM EST,3130,68.8,69.6,70.0,8.26,13.64%,274,4740,14.03%,2020-01-31,2019-12-10,52
1407,SPXW200131C03135000,2019-12-10 12:04PM EST,3135,66.76,66.4,66.7,-2.84,-4.08%,7,39,13.86%,2020-01-31,2019-12-10,52
1408,SPXW200131C03140000,2019-12-10 12:03PM EST,3140,63.53,63.0,63.4,0.7,1.11%,112,47,13.67%,2020-01-31,2019-12-10,52
1409,SPXW200131C03145000,2019-12-10 1:14PM EST,3145,60.7,59.8,60.2,-4.4,-6.76%,90,2877,13.50%,2020-01-31,2019-12-10,52
1410,SPXW200131C03150000,2019-12-10 12:04PM EST,3150,57.06,56.9,57.3,-3.14,-5.22%,218,3179,13.38%,2020-01-31,2019-12-10,52
1411,SPXW200131C03155000,2019-12-10 9:54AM EST,3155,52.32,53.6,54.0,-3.58,-6.40%,1,79,13.16%,2020-01-31,2019-12-10,52
1412,SPXW200131C03160000,2019-12-05 3:19PM EST,3160,42.98,50.7,51.0,0.0,-,3,373,12.98%,2020-01-31,2019-12-10,52
1413,SPXW200131C03165000,2019-12-10 11:59AM EST,3165,48.02,47.7,48.0,-0.52,-1.07%,1,163,12.79%,2020-01-31,2019-12-10,52
1414,SPXW200131C03170000,2019-12-06 1:42PM EST,3170,51.0,44.9,45.2,0.0,-,8,96,12.63%,2020-01-31,2019-12-10,52
1415,SPXW200131C03175000,2019-12-10 11:45AM EST,3175,42.95,42.1,42.5,-1.89,-4.21%,2,1041,12.48%,2020-01-31,2019-12-10,52
1416,SPXW200131C03180000,2019-12-06 3:24PM EST,3180,43.8,39.5,39.9,0.0,-,1,157,12.33%,2020-01-31,2019-12-10,52
1417,SPXW200131C03185000,2019-12-10 11:34AM EST,3185,37.36,36.8,37.2,-1.04,-2.71%,10,108,12.14%,2020-01-31,2019-12-10,52
1418,SPXW200131C03190000,2019-12-10 12:05PM EST,3190,34.55,34.3,34.6,0.15,0.44%,2,413,11.96%,2020-01-31,2019-12-10,52
1419,SPXW200131C03195000,2019-12-10 11:44AM EST,3195,32.77,32.0,32.3,-0.63,-1.89%,2,1148,11.82%,2020-01-31,2019-12-10,52
1420,SPXW200131C03200000,2019-12-10 12:54PM EST,3200,29.1,29.5,29.9,-1.43,-4.68%,3,3940,11.65%,2020-01-31,2019-12-10,52
1421,SPXW200131C03205000,2019-12-09 12:15PM EST,3205,29.65,27.4,27.6,0.0,-,5,147,11.47%,2020-01-31,2019-12-10,52
1422,SPXW200131C03210000,2019-12-06 11:57AM EST,3210,29.7,25.1,25.5,0.0,-,5,1440,11.32%,2020-01-31,2019-12-10,52
1423,SPXW200131C03215000,2019-12-06 5:50AM EST,3215,21.1,23.3,23.6,0.0,-,15,651,11.20%,2020-01-31,2019-12-10,52
1424,SPXW200131C03220000,2019-12-09 3:46PM EST,3220,20.1,21.4,21.7,-2.5,-11.06%,5,1466,11.06%,2020-01-31,2019-12-10,52
1425,SPXW200131C03225000,2019-12-10 11:08AM EST,3225,20.5,19.5,19.9,-0.3,-1.44%,16,2584,10.92%,2020-01-31,2019-12-10,52
1426,SPXW200131C03230000,2019-12-10 1:24PM EST,3230,18.2,17.9,18.1,-1.5,-7.61%,14,1618,10.76%,2020-01-31,2019-12-10,52
1427,SPXW200131C03235000,2019-12-10 11:47AM EST,3235,17.1,16.4,16.6,-2.5,-12.76%,9,156,10.66%,2020-01-31,2019-12-10,52
1428,SPXW200131C03240000,2019-12-09 2:12PM EST,3240,15.63,14.8,15.1,0.0,-,1,766,10.53%,2020-01-31,2019-12-10,52
1429,SPXW200131C03245000,2019-12-10 9:47AM EST,3245,13.23,13.5,13.8,-1.07,-7.48%,320,308,10.44%,2020-01-31,2019-12-10,52
1430,SPXW200131C03250000,2019-12-09 2:54PM EST,3250,13.3,12.2,12.4,0.0,-,288,6273,10.29%,2020-01-31,2019-12-10,52
1431,SPXW200131C03255000,2019-12-10 11:08AM EST,3255,11.7,11.0,11.2,-1.63,-12.23%,15,32,10.18%,2020-01-31,2019-12-10,52
1432,SPXW200131C03260000,2019-12-10 10:33AM EST,3260,10.4,10.0,10.1,-0.93,-8.21%,10,281,10.08%,2020-01-31,2019-12-10,52
1433,SPXW200131C03265000,2019-12-10 8:47AM EST,3265,9.5,9.0,9.2,-1.5,-13.64%,2,40,10.02%,2020-01-31,2019-12-10,52
1434,SPXW200131C03270000,2019-12-10 10:03AM EST,3270,7.99,8.1,8.3,-1.18,-12.87%,2,97,9.94%,2020-01-31,2019-12-10,52
1435,SPXW200131C03275000,2019-12-10 11:46AM EST,3275,7.7,7.4,7.5,-0.4,-4.94%,2,3033,9.88%,2020-01-31,2019-12-10,52
1436,SPXW200131C03280000,2019-12-10 9:45AM EST,3280,6.5,6.5,6.7,-0.9,-12.16%,1,2098,9.79%,2020-01-31,2019-12-10,52
1437,SPXW200131C03285000,2019-12-09 3:51PM EST,3285,6.7,6.0,6.1,0.0,-,8,18,9.76%,2020-01-31,2019-12-10,52
1438,SPXW200131C03290000,2019-12-09 10:10AM EST,3290,6.7,5.3,5.5,0.0,-,2,30,9.71%,2020-01-31,2019-12-10,52
1439,SPXW200131C03295000,2019-12-03 11:21AM EST,3295,6.25,4.7,5.0,0.0,-,10,86,9.69%,2020-01-31,2019-12-10,52
1440,SPXW200131C03300000,2019-12-09 1:01PM EST,3300,5.04,4.3,4.5,0.0,-,450,1932,9.65%,2020-01-31,2019-12-10,52
1441,SPXW200131C03305000,2019-12-06 10:14AM EST,3305,4.93,3.8,4.1,0.0,-,5,82,9.64%,2020-01-31,2019-12-10,52
1442,SPXW200131C03310000,2019-12-10 9:58AM EST,3310,3.5,3.4,3.7,-0.6,-14.63%,1257,625,9.62%,2020-01-31,2019-12-10,52
1443,SPXW200131C03315000,2019-12-06 10:45AM EST,3315,4.07,3.1,3.3,0.0,-,5,20,9.57%,2020-01-31,2019-12-10,52
1444,SPXW200131C03320000,2019-12-09 10:14AM EST,3320,3.78,2.85,2.95,0.0,-,26,70,9.54%,2020-01-31,2019-12-10,52
1445,SPXW200131C03325000,2019-12-09 11:35AM EST,3325,3.3,2.55,2.7,0.0,-,3,140,9.55%,2020-01-31,2019-12-10,52
1446,SPXW200131C03330000,2019-12-06 12:07PM EST,3330,3.25,2.35,2.45,0.0,-,27,133,9.55%,2020-01-31,2019-12-10,52
1447,SPXW200131C03335000,2019-12-06 11:18AM EST,3335,2.7,2.1,2.25,0.0,-,1,1,9.58%,2020-01-31,2019-12-10,52
1448,SPXW200131C03340000,2019-12-09 4:06PM EST,3340,2.21,1.9,2.05,0.0,-,28,30,9.59%,2020-01-31,2019-12-10,52
1449,SPXW200131C03350000,2019-12-10 3:29AM EST,3350,1.8,1.6,1.7,-0.34,-15.89%,1,1703,9.62%,2020-01-31,2019-12-10,52
1450,SPXW200131C03360000,2019-12-09 4:06PM EST,3360,1.57,1.3,1.45,0.0,-,4,4,9.69%,2020-01-31,2019-12-10,52
1451,SPXW200131C03370000,2019-12-10 12:42PM EST,3370,1.19,1.1,1.25,-0.91,-43.33%,1,16,9.79%,2020-01-31,2019-12-10,52
1452,SPXW200131C03375000,2019-12-04 3:41PM EST,3375,1.15,1.05,1.15,0.0,-,10,24,9.82%,2020-01-31,2019-12-10,52
1453,SPXW200131C03380000,2019-12-09 12:50PM EST,3380,1.22,0.95,1.1,0.0,-,2,16,9.92%,2020-01-31,2019-12-10,52
1454,SPXW200131C03400000,2019-12-09 12:50PM EST,3400,0.92,0.7,0.8,0.0,-,2,247,10.07%,2020-01-31,2019-12-10,52
1455,SPXW200131C03425000,2019-11-18 1:55PM EST,3425,1.42,0.5,0.6,0.0,-,-,2,10.41%,2020-01-31,2019-12-10,52
1456,SPXW200131C03450000,2019-12-09 4:02PM EST,3450,0.46,0.35,0.45,0.0,-,3,41,10.73%,2020-01-31,2019-12-10,52
1457,SPXW200131C03500000,2019-12-09 4:02PM EST,3500,0.27,0.15,0.3,0.0,-,2,6050,11.55%,2020-01-31,2019-12-10,52
1458,SPXW200131C03550000,2019-12-02 9:52AM EST,3550,0.2,0.05,0.2,0.0,-,-,225,12.31%,2020-01-31,2019-12-10,52
1459,SPXW200131C03600000,2019-11-15 12:50PM EST,3600,0.22,0.0,0.15,0.0,-,2,31,13.15%,2020-01-31,2019-12-10,52
1460,SPXW200131C03700000,2019-11-27 10:55AM EST,3700,0.1,0.0,0.15,0.0,-,1,31,15.45%,2020-01-31,2019-12-10,52
1461,SPXW200131C03800000,2019-12-02 9:30AM EST,3800,0.05,0.0,0.05,0.0,-,-,20,16.07%,2020-01-31,2019-12-10,52
1462,SPX200221C01200000,2019-10-18 12:20PM EST,1200,1778.6,1900.1,1907.9,0.0,-,951,951,0.00%,2020-02-21,2019-12-10,73
1463,SPX200221C02000000,2019-11-18 12:08AM EST,2000,1093.61,1133.7,1138.5,0.0,-,-,250,44.65%,2020-02-21,2019-12-10,73
1464,SPX200221C02300000,2019-11-15 12:04PM EST,2300,815.0,835.4,841.7,0.0,-,100,101,36.94%,2020-02-21,2019-12-10,73
1465,SPX200221C02400000,2019-12-03 9:30AM EST,2400,687.68,736.8,743.0,0.0,-,1,2,33.88%,2020-02-21,2019-12-10,73
1466,SPXW200221C02450000,2019-10-15 12:08PM EST,2450,561.0,668.8,674.4,0.0,-,-,6,0.00%,2020-02-21,2019-12-10,73
1467,SPXW200221C02475000,2019-10-15 12:10PM EST,2475,537.4,644.5,650.0,0.0,-,-,6,0.00%,2020-02-21,2019-12-10,73
1468,SPXW200221C02500000,2019-12-04 12:07PM EST,2500,617.9,639.4,644.8,0.0,-,10,117,30.95%,2020-02-21,2019-12-10,73
1469,SPXW200221C02525000,2019-10-15 2:08PM EST,2525,490.58,596.1,601.5,0.0,-,-,5,0.00%,2020-02-21,2019-12-10,73
1470,SPXW200221C02540000,2019-11-27 11:59AM EST,2540,611.55,600.4,605.3,0.0,-,-,20,29.52%,2020-02-21,2019-12-10,73
1471,SPX200221C02575000,2019-12-03 3:54PM EST,2575,524.91,565.6,571.8,0.0,-,-,20,28.93%,2020-02-21,2019-12-10,73
1472,SPX200221C02600000,2019-09-15 11:12PM EST,2600,402.88,418.4,424.7,0.0,-,3,0,0.00%,2020-02-21,2019-12-10,73
1473,SPXW200221C02625000,2019-10-28 1:20PM EST,2625,432.73,523.0,527.4,0.0,-,-,1,29.59%,2020-02-21,2019-12-10,73
1474,SPX200221C02650000,2019-09-15 11:12PM EST,2650,360.63,373.6,379.7,0.0,-,3,0,0.00%,2020-02-21,2019-12-10,73
1475,SPXW200221C02700000,2019-10-15 12:18PM EST,2700,335.7,430.5,433.9,0.0,-,-,5,0.00%,2020-02-21,2019-12-10,73
1476,SPXW200221C02725000,2019-10-28 1:18PM EST,2725,342.28,427.6,431.8,0.0,-,1,5,26.52%,2020-02-21,2019-12-10,73
1477,SPX200221C02750000,2019-11-15 3:57PM EST,2750,346.69,398.7,403.9,0.0,-,10,21,24.15%,2020-02-21,2019-12-10,73
1478,SPXW200221C02775000,2019-10-28 1:20PM EST,2775,298.36,381.4,385.5,0.0,-,-,3,25.29%,2020-02-21,2019-12-10,73
1479,SPX200221C02780000,2019-11-15 3:50PM EST,2780,355.6,370.8,376.0,0.0,-,8,11,23.46%,2020-02-21,2019-12-10,73
1480,SPX200221C02800000,2019-12-03 9:30AM EST,2800,307.77,352.4,357.3,0.0,-,1,7,22.91%,2020-02-21,2019-12-10,73
1481,SPX200221C02820000,2019-11-06 12:56PM EST,2820,281.12,340.2,345.6,0.0,-,2,2,24.51%,2020-02-21,2019-12-10,73
1482,SPXW200221C02825000,2019-12-09 11:21AM EST,2825,338.24,330.3,334.5,0.0,-,2,8,22.36%,2020-02-21,2019-12-10,73
1483,SPX200221C02840000,2019-11-08 2:02PM EST,2840,276.64,316.0,320.9,0.0,-,1,1,22.02%,2020-02-21,2019-12-10,73
1484,SPX200221C02845000,2019-11-08 2:02PM EST,2845,272.34,311.8,316.3,0.0,-,1,1,21.88%,2020-02-21,2019-12-10,73
1485,SPXW200221C02850000,2019-10-21 1:16PM EST,2850,211.87,286.5,289.3,0.0,-,-,126,12.43%,2020-02-21,2019-12-10,73
1486,SPX200221C02875000,2019-11-11 3:52PM EST,2875,246.03,284.6,289.8,0.0,-,5,837,21.29%,2020-02-21,2019-12-10,73
1487,SPXW200221C02890000,2019-11-18 12:06AM EST,2890,231.8,272.9,274.5,0.0,-,-,9,20.38%,2020-02-21,2019-12-10,73
1488,SPXW200221C02895000,2019-11-18 12:06AM EST,2895,227.65,268.6,270.1,0.0,-,-,9,20.27%,2020-02-21,2019-12-10,73
1489,SPXW200221C02900000,2019-12-02 12:28PM EST,2900,249.07,264.3,266.0,0.0,-,1,5,20.24%,2020-02-21,2019-12-10,73
1490,SPX200221C02925000,2019-12-10 1:24PM EST,2925,243.55,241.0,245.3,-3.11,-1.26%,40,792,19.93%,2020-02-21,2019-12-10,73
1491,SPX200221C02940000,2019-11-18 12:08AM EST,2940,195.7,228.1,232.2,0.0,-,-,28,19.52%,2020-02-21,2019-12-10,73
1492,SPX200221C02950000,2019-12-06 10:01AM EST,2950,226.64,219.7,223.5,0.0,-,4,2685,19.24%,2020-02-21,2019-12-10,73
1493,SPX200221C02955000,2019-11-26 9:45AM EST,2955,211.06,215.3,219.1,0.0,-,4,4,19.08%,2020-02-21,2019-12-10,73
1494,SPX200221C02960000,2019-12-04 10:32AM EST,2960,195.38,211.1,215.0,0.0,-,-,3,18.99%,2020-02-21,2019-12-10,73
1495,SPXW200221C02965000,2019-11-08 3:14PM EST,2965,175.3,208.4,209.7,0.0,-,3,3,18.62%,2020-02-21,2019-12-10,73
1496,SPXW200221C02975000,2019-12-04 2:12PM EST,2975,205.49,200.1,201.3,0.0,-,2,276,18.37%,2020-02-21,2019-12-10,73
1497,SPXW200221C02980000,2019-12-06 9:35AM EST,2980,199.3,196.0,197.1,0.0,-,6,30,18.24%,2020-02-21,2019-12-10,73
1498,SPX200221C02990000,2019-12-06 11:02AM EST,2990,195.73,187.5,188.2,0.0,-,80,22,17.85%,2020-02-21,2019-12-10,73
1499,SPX200221C02995000,2019-11-29 12:11PM EST,2995,189.56,183.5,184.2,0.0,-,2,2,17.75%,2020-02-21,2019-12-10,73
1500,SPXW200221C03000000,2019-12-05 12:11PM EST,3000,162.58,179.9,180.4,0.0,-,2,210,17.69%,2020-02-21,2019-12-10,73
1501,SPXW200221C03005000,2019-10-25 1:26PM EST,3005,104.22,179.9,180.4,0.0,-,2,2,18.41%,2020-02-21,2019-12-10,73
1502,SPX200221C03010000,2019-11-18 12:08AM EST,3010,156.73,171.2,172.0,0.0,-,-,3,17.38%,2020-02-21,2019-12-10,73
1503,SPXW200221C03015000,2019-12-02 3:16PM EST,3015,155.83,167.9,168.4,0.0,-,2,6,17.34%,2020-02-21,2019-12-10,73
1504,SPX200221C03020000,2019-12-06 3:08PM EST,3020,170.1,163.3,164.0,0.0,-,1,19,17.13%,2020-02-21,2019-12-10,73
1505,SPXW200221C03025000,2019-11-01 8:49AM EST,3025,108.34,165.3,165.9,0.0,-,1,135,18.19%,2020-02-21,2019-12-10,73
1506,SPX200221C03030000,2019-12-10 11:01AM EST,3030,159.5,155.5,156.2,39.65,33.08%,16,0,16.90%,2020-02-21,2019-12-10,73
1507,SPXW200221C03035000,2019-11-05 9:52AM EST,3035,116.44,157.3,157.9,0.0,-,1,9,17.89%,2020-02-21,2019-12-10,73
1508,SPX200221C03040000,2019-11-21 3:08PM EST,3040,127.7,147.6,148.2,0.0,-,54,54,16.62%,2020-02-21,2019-12-10,73
1509,SPXW200221C03045000,2019-11-04 10:45AM EST,3045,112.05,149.3,150.0,0.0,-,12,13,17.59%,2020-02-21,2019-12-10,73
1510,SPX200221C03050000,2019-12-10 1:24PM EST,3050,140.7,139.7,140.4,-1.94,-1.36%,40,4793,16.34%,2020-02-21,2019-12-10,73
1511,SPX200221C03055000,2019-11-18 2:02PM EST,3055,125.8,135.9,136.6,0.0,-,1,1,16.22%,2020-02-21,2019-12-10,73
1512,SPX200221C03060000,2019-12-03 2:21PM EST,3060,102.9,132.2,132.9,0.0,-,2,128,16.11%,2020-02-21,2019-12-10,73
1513,SPX200221C03065000,2019-11-25 3:23PM EST,3065,122.05,128.3,128.9,0.0,-,4,21,15.93%,2020-02-21,2019-12-10,73
1514,SPXW200221C03070000,2019-12-05 1:59PM EST,3070,111.07,125.1,125.6,0.0,-,2,118,15.88%,2020-02-21,2019-12-10,73
1515,SPX200221C03075000,2019-12-06 9:30AM EST,3075,122.29,120.9,121.5,0.0,-,1,10595,15.68%,2020-02-21,2019-12-10,73
1516,SPXW200221C03080000,2019-12-06 9:34AM EST,3080,119.9,117.6,118.1,0.0,-,2,53,15.60%,2020-02-21,2019-12-10,73
1517,SPX200221C03085000,2019-12-10 9:34AM EST,3085,112.2,113.5,114.1,-7.5,-6.27%,2,7577,15.40%,2020-02-21,2019-12-10,73
1518,SPX200221C03090000,2019-12-03 1:11PM EST,3090,112.39,109.8,110.5,0.0,-,4,1033,15.27%,2020-02-21,2019-12-10,73
1519,SPX200221C03095000,2019-12-06 9:35AM EST,3095,108.86,106.2,106.8,0.0,-,2,93,15.11%,2020-02-21,2019-12-10,73
1520,SPX200221C03100000,2019-12-10 12:08PM EST,3100,102.54,102.7,103.3,-4.82,-4.49%,5,17082,14.98%,2020-02-21,2019-12-10,73
1521,SPXW200221C03105000,2019-12-09 10:37AM EST,3105,105.6,99.7,100.1,0.0,-,15,135,14.90%,2020-02-21,2019-12-10,73
